date,cash_rate,scrape_date
2025-03,4.085,2025-03-14
2025-04,4.065,2025-03-18
2025-05,4.01,2025-03-18
2025-06,3.91,2025-03-18
2025-07,3.845,2025-03-17
2025-08,3.72,2025-03-14
2025-09,3.65,2025-03-14
2025-10,3.575,2025-03-14
2025-11,3.49,2025-03-14
2025-12,3.46,2025-03-10
2026-01,3.455,
2026-02,3.435,
2026-03,3.42,
2026-04,3.41,
2026-05,3.405,
2026-06,3.41,
2026-07,3.41,
2026-08,3.415,
