date,cash_rate,scrape_date
2026-03,3.92,2026-03-11
2026-04,4.01,2026-03-11
2026-05,4.15,2026-03-11
2026-06,4.195,2026-03-09
2026-07,4.225,2026-03-11
2026-08,4.305,2025-12-09
2026-09,4.35,2026-03-03
2026-10,4.395,2026-03-02
2026-11,4.43,2025-12-09
2026-12,4.43,2026-03-10
2027-01,4.43,
2027-02,4.425,
2027-03,4.42,
2027-04,4.41,
2027-05,4.39,
2027-06,4.38,
2027-07,4.355,
2027-08,4.345,
