date,cash_rate,scrape_date
2025-01,4.335,2025-01-17
2025-02,4.275,2025-01-17
2025-03,4.165,2025-01-17
2025-04,4.07,2025-01-17
2025-05,4.015,2025-01-16
2025-06,3.92,2025-01-16
2025-07,3.88,2025-01-17
2025-08,3.8,2025-01-12
2025-09,3.755,2025-01-17
2025-10,3.72,2025-01-12
2025-11,3.69,
2025-12,3.675,
2026-01,3.67,
2026-02,3.655,
2026-03,3.65,
2026-04,3.64,
2026-05,3.645,
2026-06,3.65,
