date,cash_rate,scrape_date
2026-05,4.26,2026-04-30
2026-06,4.335,2026-04-30
2026-07,4.385,2026-04-29
2026-08,4.495,2026-04-28
2026-09,4.56,2026-04-23
2026-10,4.67,2026-04-29
2026-11,4.76,2026-04-22
2026-12,4.78,2026-04-07
2027-01,4.785,2026-04-28
2027-02,4.795,
2027-03,4.8,
2027-04,4.795,
2027-05,4.785,
2027-06,4.775,
2027-07,4.76,
2027-08,4.74,
2027-09,4.725,
