date,cash_rate,scrape_date
2026-05,4.305,2026-05-12
2026-06,4.37,2026-05-12
2026-07,4.4,2026-05-12
2026-08,4.495,2026-05-11
2026-09,4.555,2026-05-08
2026-10,4.635,2026-05-07
2026-11,4.71,2026-04-22
2026-12,4.73,2026-04-07
2027-01,4.73,2026-04-28
2027-02,4.735,
2027-03,4.735,
2027-04,4.725,
2027-05,4.71,
2027-06,4.7,
2027-07,4.68,
2027-08,4.66,
2027-09,4.645,
2027-10,4.63,
