date,cash_rate,scrape_date
2025-10,3.595,2025-10-15
2025-11,3.505,2025-10-15
2025-12,3.46,2025-10-15
2026-01,3.445,2025-10-15
2026-02,3.37,2025-10-01
2026-03,3.35,2025-10-10
2026-04,3.325,2025-10-01
2026-05,3.28,2025-10-14
2026-06,3.265,2025-07-21
2026-07,3.255,
2026-08,3.255,
2026-09,3.25,
2026-10,3.245,
2026-11,3.25,
2026-12,3.255,
2027-01,3.255,
2027-02,3.26,
2027-03,3.265,
