date,cash_rate,scrape_date
2026-09,4.355,2026-09-09
2026-10,4.53,2026-09-09
2026-11,4.625,2026-09-09
2026-12,4.68,2026-09-08
2027-01,4.69,2026-09-08
2027-02,4.745,2026-07-23
2027-03,4.78,
2027-04,4.795,2026-08-20
2027-05,4.795,2026-09-09
2027-06,4.8,
2027-07,4.805,
2027-08,4.8,
2027-09,4.79,
2027-10,4.78,2026-06-17
2027-11,4.75,
2027-12,4.73,
2028-01,4.71,
2028-02,4.685,
