date,cash_rate,scrape_date
2025-10,3.595,2025-10-27
2025-11,3.465,2025-10-27
2025-12,3.405,2025-10-27
2026-01,3.39,2025-10-27
2026-02,3.285,2025-10-24
2026-03,3.275,2025-10-10
2026-04,3.25,2025-10-01
2026-05,3.195,2025-10-14
2026-06,3.185,2025-07-21
2026-07,3.18,
2026-08,3.175,
2026-09,3.175,2025-10-23
2026-10,3.175,2025-10-23
2026-11,3.18,2025-10-23
2026-12,3.195,2025-10-23
2027-01,3.195,
2027-02,3.21,
2027-03,3.22,
