date,cash_rate,scrape_date
2026-04,4.095,2026-04-01
2026-05,4.215,2026-04-01
2026-06,4.265,2026-04-01
2026-07,4.305,2026-04-01
2026-08,4.395,2026-04-01
2026-09,4.445,2026-04-01
2026-10,4.54,2026-03-27
2026-11,4.615,2026-04-01
2026-12,4.62,2026-03-25
2027-01,4.62,
2027-02,4.615,
2027-03,4.615,
2027-04,4.61,
2027-05,4.59,
2027-06,4.58,
2027-07,4.56,
2027-08,4.54,
2027-09,4.525,
