date,cash_rate,scrape_date
2025-09,3.595,2025-09-17
2025-10,3.565,2025-09-17
2025-11,3.4,2025-09-17
2025-12,3.33,2025-09-17
2026-01,3.305,2025-09-16
2026-02,3.195,2025-09-17
2026-03,3.185,2025-09-11
2026-04,3.17,2025-08-08
2026-05,3.13,2025-08-04
2026-06,3.12,2025-07-21
2026-07,3.11,
2026-08,3.11,
2026-09,3.11,
2026-10,3.11,
2026-11,3.115,
2026-12,3.125,
2027-01,3.13,
2027-02,3.14,
