date,cash_rate,scrape_date
2024-12,4.335,2024-12-20
2025-01,4.33,2024-12-20
2025-02,4.275,2024-12-20
2025-03,4.165,2024-12-20
2025-04,4.04,2024-12-20
2025-05,3.975,2024-12-20
2025-06,3.875,2024-12-19
2025-07,3.85,2024-12-19
2025-08,3.79,2024-12-20
2025-09,3.765,2024-12-18
2025-10,3.73,
2025-11,3.695,
2025-12,3.665,
2026-01,3.66,
2026-02,3.64,
2026-03,3.635,
2026-04,3.635,
2026-05,3.64,
