date,cash_rate,scrape_date
2026-09,4.355,2026-09-11
2026-10,4.54,2026-09-11
2026-11,4.67,2026-09-11
2026-12,4.71,2026-09-11
2027-01,4.725,2026-09-08
2027-02,4.815,2026-09-10
2027-03,4.865,2026-09-10
2027-04,4.91,2026-08-20
2027-05,4.945,2026-09-11
2027-06,4.96,
2027-07,4.985,
2027-08,4.985,
2027-09,4.985,
2027-10,4.985,2026-09-11
2027-11,4.965,
2027-12,4.95,
2028-01,4.93,
2028-02,4.905,
