date,cash_rate,scrape_date
2024-06,4.315,2024-06-13
2024-07,4.315,2024-06-13
2024-08,4.325,2024-06-13
2024-09,4.33,2024-06-13
2024-10,4.32,2024-06-05
2024-11,4.285,2024-06-11
2024-12,4.25,2024-06-13
2025-01,4.235,2024-05-22
2025-02,4.205,2024-05-08
2025-03,4.16,2024-06-04
2025-04,4.105,2024-05-01
2025-05,4.08,2024-05-24
2025-06,4.04,2024-05-28
2025-07,4.01,
2025-08,3.965,
2025-09,3.945,
2025-10,3.91,
2025-11,3.87,
