date,cash_rate,scrape_date
2026-06,4.35,2026-06-05
2026-07,4.355,2026-06-05
2026-08,4.43,2026-06-04
2026-09,4.475,2026-06-05
2026-10,4.51,2026-05-27
2026-11,4.56,2026-05-18
2026-12,4.58,2026-05-29
2027-01,4.58,2026-05-18
2027-02,4.58,
2027-03,4.58,
2027-04,4.565,
2027-05,4.55,
2027-06,4.54,
2027-07,4.52,
2027-08,4.5,
2027-09,4.48,
2027-10,4.46,
2027-11,4.435,
