date,cash_rate,scrape_date
2024-07,4.33,2024-07-08
2024-08,4.395,2024-07-08
2024-09,4.41,2024-07-08
2024-10,4.43,2024-07-03
2024-11,4.46,2024-07-01
2024-12,4.46,2024-06-25
2025-01,4.46,2024-06-19
2025-02,4.435,2024-06-26
2025-03,4.405,2024-06-27
2025-04,4.36,2024-07-01
2025-05,4.335,2024-05-24
2025-06,4.295,2024-05-28
2025-07,4.265,
2025-08,4.215,
2025-09,4.185,
2025-10,4.14,
2025-11,4.1,
2025-12,4.06,
