date,cash_rate,scrape_date
2025-05,3.99,2025-05-08
2025-06,3.825,2025-05-08
2025-07,3.71,2025-05-08
2025-08,3.52,2025-05-07
2025-09,3.42,2025-05-08
2025-10,3.27,2025-05-08
2025-11,3.13,2025-05-08
2025-12,3.065,2025-05-07
2026-01,3.055,2025-05-08
2026-02,3.015,2025-05-06
2026-03,2.99,
2026-04,2.97,
2026-05,2.955,
2026-06,2.955,
2026-07,2.955,
2026-08,2.965,
2026-09,2.965,
2026-10,2.98,
