date,cash_rate,scrape_date
2025-03,4.085,2025-03-03
2025-04,4.055,2025-03-03
2025-05,4.005,2025-03-03
2025-06,3.905,2025-03-03
2025-07,3.825,2025-02-26
2025-08,3.7,2025-03-03
2025-09,3.64,2025-03-03
2025-10,3.605,2025-03-03
2025-11,3.55,2025-03-02
2025-12,3.515,
2026-01,3.505,
2026-02,3.49,
2026-03,3.48,
2026-04,3.475,
2026-05,3.465,
2026-06,3.465,
2026-07,3.465,
2026-08,,
