date,cash_rate,scrape_date
2025-12,3.59,2025-12-01
2026-01,3.59,2025-12-01
2026-02,3.59,2025-12-02
2026-03,3.59,2025-12-02
2026-04,3.595,2025-12-02
2026-05,3.62,2025-11-26
2026-06,3.64,2025-12-01
2026-07,3.645,
2026-08,3.67,
2026-09,3.685,2025-11-26
2026-10,3.7,2025-11-26
2026-11,3.73,2025-11-04
2026-12,3.745,2025-11-04
2027-01,3.75,
2027-02,3.765,
2027-03,3.78,
2027-04,3.79,
2027-05,3.81,
