date,cash_rate,scrape_date
2025-12,3.595,2025-12-18
2026-01,3.595,2025-12-18
2026-02,3.66,2025-12-18
2026-03,3.69,2025-12-18
2026-04,3.695,2025-12-17
2026-05,3.775,2025-12-17
2026-06,3.8,2025-12-09
2026-07,3.81,2025-12-09
2026-08,3.865,2025-12-09
2026-09,3.895,2025-12-16
2026-10,3.91,2025-12-16
2026-11,3.94,2025-12-09
2026-12,3.955,2025-11-04
2027-01,3.96,
2027-02,3.97,
2027-03,3.975,
2027-04,3.975,
2027-05,3.98,
