date,cash_rate,scrape_date
2025-02,4.26,2025-02-17
2025-03,4.125,2025-02-17
2025-04,4.04,2025-02-17
2025-05,3.975,2025-02-14
2025-06,3.87,2025-02-13
2025-07,3.83,2025-02-13
2025-08,3.73,2025-02-12
2025-09,3.685,2025-02-14
2025-10,3.66,2025-02-13
2025-11,3.63,
2025-12,3.6,
2026-01,3.59,
2026-02,3.58,
2026-03,3.58,
2026-04,3.585,
2026-05,3.59,
2026-06,3.595,
2026-07,3.6,
