date,cash_rate,scrape_date
2025-04,4.085,2025-04-22
2025-05,3.98,2025-04-22
2025-06,3.78,2025-04-22
2025-07,3.59,2025-04-22
2025-08,3.36,2025-04-21
2025-09,3.25,2025-04-22
2025-10,3.055,2025-04-22
2025-11,2.895,2025-04-22
2025-12,2.87,2025-04-16
2026-01,2.865,2025-04-02
2026-02,2.845,
2026-03,2.825,
2026-04,2.81,
2026-05,2.8,
2026-06,2.805,
2026-07,2.805,
2026-08,2.815,
2026-09,2.815,
