date,cash_rate,scrape_date
2025-03,4.085,2025-03-13
2025-04,4.06,2025-03-13
2025-05,4.0,2025-03-13
2025-06,3.895,2025-03-13
2025-07,3.825,2025-03-13
2025-08,3.69,2025-03-11
2025-09,3.625,2025-03-12
2025-10,3.56,2025-03-13
2025-11,3.475,2025-03-13
2025-12,3.445,2025-03-10
2026-01,3.435,
2026-02,3.415,
2026-03,3.41,
2026-04,3.405,
2026-05,3.405,
2026-06,3.405,
2026-07,3.41,
2026-08,3.415,
