date,cash_rate,scrape_date
2025-06,3.835,2025-06-23
2025-07,3.68,2025-06-23
2025-08,3.505,2025-06-23
2025-09,3.43,2025-06-23
2025-10,3.33,2025-06-20
2025-11,3.175,2025-06-17
2025-12,3.11,2025-06-19
2026-01,3.095,2025-06-10
2026-02,3.02,2025-06-05
2026-03,3.0,2025-06-19
2026-04,2.98,
2026-05,2.96,
2026-06,2.95,
2026-07,2.94,
2026-08,2.94,
2026-09,2.94,
2026-10,2.95,
2026-11,2.96,
