date,cash_rate,scrape_date
2024-06,4.32,2024-06-25
2024-07,4.32,2024-06-26
2024-08,4.405,2024-06-26
2024-09,4.435,2024-06-26
2024-10,4.45,2024-06-25
2024-11,4.47,2024-06-26
2024-12,4.465,2024-06-25
2025-01,4.46,2024-06-19
2025-02,4.44,2024-06-26
2025-03,4.405,2024-06-04
2025-04,4.345,2024-05-01
2025-05,4.315,2024-05-24
2025-06,4.275,2024-05-28
2025-07,4.24,
2025-08,4.185,
2025-09,4.16,
2025-10,4.115,
2025-11,4.08,
