date,cash_rate,scrape_date
2025-12,3.59,2025-12-01
2026-01,3.59,2025-12-01
2026-02,3.585,2025-12-01
2026-03,3.58,2025-12-01
2026-04,3.58,2025-12-01
2026-05,3.595,2025-11-26
2026-06,3.615,2025-12-01
2026-07,3.625,
2026-08,3.645,
2026-09,3.66,2025-11-26
2026-10,3.675,2025-11-26
2026-11,3.7,2025-11-04
2026-12,3.715,2025-11-04
2027-01,3.72,
2027-02,3.74,
2027-03,3.75,
2027-04,3.765,
2027-05,3.78,
