date,cash_rate,scrape_date
2025-02,4.25,2025-02-25
2025-03,4.085,2025-02-25
2025-04,4.045,2025-02-25
2025-05,3.985,2025-02-25
2025-06,3.88,2025-02-25
2025-07,3.84,2025-02-25
2025-08,3.73,2025-02-20
2025-09,3.67,2025-02-25
2025-10,3.635,2025-02-24
2025-11,3.595,2025-02-25
2025-12,3.56,
2026-01,3.545,
2026-02,3.54,
2026-03,3.54,
2026-04,3.535,
2026-05,3.535,
2026-06,3.535,
2026-07,3.535,
