date,cash_rate,scrape_date
2024-11,4.335,2024-11-22
2024-12,4.325,2024-11-25
2025-01,4.315,2024-11-25
2025-02,4.295,2024-11-25
2025-03,4.25,2024-11-25
2025-04,4.195,2024-11-25
2025-05,4.16,2024-11-24
2025-06,4.1,2024-11-24
2025-07,4.045,2024-11-21
2025-08,3.98,2024-10-25
2025-09,3.95,2024-11-13
2025-10,3.92,
2025-11,3.875,
2025-12,3.83,
2026-01,3.815,
2026-02,3.78,
2026-03,3.765,
2026-04,3.75,
