date,cash_rate,scrape_date
2024-08,4.335,2024-08-19
2024-09,4.325,2024-08-21
2024-10,4.305,2024-08-21
2024-11,4.24,2024-08-20
2024-12,4.135,2024-08-21
2025-01,4.095,2024-08-21
2025-02,4.035,2024-08-13
2025-03,3.925,2024-08-21
2025-04,3.75,2024-08-21
2025-05,3.685,2024-05-24
2025-06,3.57,2024-05-28
2025-07,3.535,
2025-08,3.475,
2025-09,3.445,2024-07-11
2025-10,3.38,
2025-11,3.35,
2025-12,3.31,
2026-01,3.3,
