date,cash_rate,scrape_date
2025-02,4.25,2025-02-27
2025-03,4.085,2025-02-28
2025-04,4.055,2025-02-28
2025-05,4.0,2025-02-28
2025-06,3.895,2025-02-28
2025-07,3.82,2025-02-26
2025-08,3.7,2025-02-20
2025-09,3.63,2025-02-25
2025-10,3.595,2025-02-28
2025-11,3.54,2025-02-26
2025-12,3.5,
2026-01,3.49,
2026-02,3.475,
2026-03,3.465,
2026-04,3.455,
2026-05,3.45,
2026-06,3.445,
2026-07,3.44,
