date,cash_rate,scrape_date
2025-01,4.335,2025-01-02
2025-02,4.275,2025-01-03
2025-03,4.16,2025-01-03
2025-04,4.0,2025-01-03
2025-05,3.93,2025-01-02
2025-06,3.825,2025-01-02
2025-07,3.78,2024-12-29
2025-08,3.715,2025-01-01
2025-09,3.675,2024-12-18
2025-10,3.605,
2025-11,3.56,
2025-12,3.53,
2026-01,3.52,
2026-02,3.5,
2026-03,3.495,
2026-04,3.49,
2026-05,3.49,
2026-06,3.495,
