date,cash_rate,scrape_date
2024-05,4.315,2024-05-21
2024-06,4.31,2024-05-22
2024-07,4.31,2024-05-22
2024-08,4.335,2024-05-22
2024-09,4.335,2024-05-22
2024-10,4.33,2024-05-22
2024-11,4.305,2024-05-17
2024-12,4.27,2024-05-20
2025-01,4.255,2024-05-22
2025-02,4.23,2024-05-08
2025-03,4.19,2024-05-10
2025-04,4.115,2024-05-01
2025-05,4.09,2024-05-10
2025-06,4.05,
2025-07,4.015,
2025-08,3.97,
2025-09,3.95,
2025-10,3.915,
