date,cash_rate,scrape_date
2026-03,3.96,2026-03-23
2026-04,4.095,2026-03-23
2026-05,4.24,2026-03-23
2026-06,4.32,2026-03-23
2026-07,4.4,2026-03-23
2026-08,4.5,2026-03-11
2026-09,4.57,2026-03-03
2026-10,4.72,2026-03-22
2026-11,4.825,2026-03-22
2026-12,4.855,2026-03-19
2027-01,4.86,
2027-02,4.865,
2027-03,4.865,
2027-04,4.865,
2027-05,4.845,
2027-06,4.83,
2027-07,4.805,
2027-08,4.785,
