date,cash_rate,scrape_date
2026-01,3.595,2026-01-08
2026-02,3.655,2026-01-09
2026-03,3.675,2026-01-09
2026-04,3.695,2026-01-09
2026-05,3.78,2026-01-02
2026-06,3.805,2025-12-19
2026-07,3.815,2025-12-09
2026-08,3.865,2025-12-09
2026-09,3.885,2025-12-16
2026-10,3.895,2025-12-16
2026-11,3.92,2025-12-09
2026-12,3.93,2025-11-04
2027-01,3.935,
2027-02,3.945,
2027-03,3.95,
2027-04,3.955,
2027-05,3.965,
2027-06,3.97,
