date,cash_rate,scrape_date
2025-04,4.075,2025-04-10
2025-05,3.96,2025-04-10
2025-06,3.755,2025-04-10
2025-07,3.555,2025-04-10
2025-08,3.335,2025-04-08
2025-09,3.215,2025-04-10
2025-10,3.05,2025-04-10
2025-11,2.92,2025-04-08
2025-12,2.915,2025-04-07
2026-01,2.9,2025-04-02
2026-02,2.875,
2026-03,2.865,
2026-04,2.85,
2026-05,2.85,
2026-06,2.865,
2026-07,2.875,
2026-08,2.895,
2026-09,2.91,
