date,cash_rate,scrape_date
2026-01,3.595,2026-01-21
2026-02,3.655,2026-01-21
2026-03,3.68,2026-01-21
2026-04,3.69,2026-01-21
2026-05,3.785,2026-01-20
2026-06,3.81,2025-12-19
2026-07,3.82,2025-12-09
2026-08,3.87,2025-12-09
2026-09,3.9,2026-01-12
2026-10,3.93,2025-12-16
2026-11,3.97,2025-12-09
2026-12,3.985,2025-11-04
2027-01,3.99,
2027-02,4.005,
2027-03,4.015,
2027-04,4.025,
2027-05,4.035,
2027-06,4.045,
