date,cash_rate,scrape_date
2026-09,4.355,2026-09-23
2026-10,4.565,2026-09-23
2026-11,4.675,2026-09-23
2026-12,4.725,2026-09-21
2027-01,4.725,2026-09-15
2027-02,4.79,2026-09-15
2027-03,4.84,2026-09-22
2027-04,4.875,2026-08-20
2027-05,4.925,2026-09-11
2027-06,4.935,
2027-07,4.94,
2027-08,4.935,
2027-09,4.935,
2027-10,4.935,2026-09-11
2027-11,4.92,
2027-12,4.9,
2028-01,4.88,
2028-02,4.845,
