date,cash_rate,scrape_date
2025-11,3.595,2025-11-24
2025-12,3.59,2025-11-24
2026-01,3.585,2025-11-24
2026-02,3.535,2025-11-19
2026-03,3.525,2025-11-20
2026-04,3.515,2025-11-19
2026-05,3.485,2025-11-13
2026-06,3.48,2025-11-18
2026-07,3.48,
2026-08,3.485,
2026-09,3.49,2025-11-04
2026-10,3.495,2025-11-04
2026-11,3.515,2025-11-04
2026-12,3.53,2025-11-04
2027-01,3.535,
2027-02,3.55,
2027-03,3.565,
2027-04,3.575,
