date,cash_rate,scrape_date
2024-08,4.325,2024-08-06
2024-09,4.315,2024-08-06
2024-10,4.29,2024-08-06
2024-11,4.195,2024-08-06
2024-12,4.125,2024-08-06
2025-01,4.1,2024-08-02
2025-02,4.04,2024-08-02
2025-03,3.94,2024-08-06
2025-04,3.795,2024-08-06
2025-05,3.735,2024-05-24
2025-06,3.63,2024-05-28
2025-07,3.615,
2025-08,3.565,
2025-09,3.535,2024-07-11
2025-10,3.47,
2025-11,3.435,
2025-12,3.4,
2026-01,3.39,
