date,cash_rate,scrape_date
2024-05,4.315,2024-05-17
2024-06,4.31,2024-05-20
2024-07,4.31,2024-05-20
2024-08,4.32,2024-05-20
2024-09,4.31,2024-05-17
2024-10,4.29,2024-05-20
2024-11,4.25,2024-05-17
2024-12,4.205,2024-05-20
2025-01,4.19,2024-05-20
2025-02,4.165,2024-05-08
2025-03,4.13,2024-05-10
2025-04,4.06,2024-05-01
2025-05,4.035,2024-05-10
2025-06,4.0,
2025-07,3.965,
2025-08,3.92,
2025-09,3.9,
2025-10,3.86,
