date,cash_rate,scrape_date
2025-11,3.595,2025-11-04
2025-12,3.58,2025-11-04
2026-01,3.57,2025-11-04
2026-02,3.53,2025-11-04
2026-03,3.515,2025-11-04
2026-04,3.49,2025-11-04
2026-05,3.44,2025-10-30
2026-06,3.43,2025-07-21
2026-07,3.42,
2026-08,3.42,
2026-09,3.42,2025-11-04
2026-10,3.415,2025-11-04
2026-11,3.425,2025-11-04
2026-12,3.445,2025-11-04
2027-01,3.44,
2027-02,3.455,
2027-03,3.465,
2027-04,3.475,
